orientation,household,decoration,residence_id,unit_price,house_type,property_type,residence_url,house_owner,mortgage,area,elevator,build_type,heating_style,structure,lj_num,total_floor,crawl_time,listing_date,last_deal,house_backup,inner_area,total_price,build_struct,ring_num,url,house_age,floor,house_type_struct
南,一梯三十二户,其他,0,22090,商住两用,商品房,,暂无数据,暂无数据,67㎡,暂无数据,暂无数据,,4室2厅1厨2卫,103101742573,20,2017-09-21 13:52:01,2017-09-20,暂无数据,未上传房本照片,暂无数据,148,未知结构, ,https://hf.lianjia.com/ershoufang/103101742573.html,暂无数据,高楼层,暂无数据
南,一梯二十八户,其他,0,15205,普通住宅,商品房,,暂无数据,暂无数据,28.28㎡,暂无数据,暂无数据,,1室1厅1厨1卫,103101745756,26,2017-09-21 13:52:01,2017-09-21,暂无数据,未上传房本照片,暂无数据,43,未知结构, ,https://hf.lianjia.com/ershoufang/103101745756.html,暂无数据,中楼层,暂无数据
南 北,一梯两户,其他,0,13871,普通住宅,商品房,,暂无数据,暂无数据,129.77㎡,暂无数据,板楼,,3室2厅1厨2卫,103101743344,11,2017-09-21 13:52:09,2017-09-20,暂无数据,未上传房本照片,暂无数据,180,未知结构, ,https://hf.lianjia.com/ershoufang/103101743344.html,暂无数据,中楼层,暂无数据
南,一梯两户,其他,0,21429,普通住宅,商品房,,暂无数据,暂无数据,133㎡,暂无数据,塔楼,,4室2厅1厨2卫,103101743116,24,2017-09-21 13:52:15,2017-09-20,暂无数据,未上传房本照片,暂无数据,285,钢混结构, ,https://hf.lianjia.com/ershoufang/103101743116.html,暂无数据,高楼层,暂无数据
南,一梯两户,其他,0,18141,普通住宅,商品房,,暂无数据,暂无数据,71.66㎡,暂无数据,板楼,,2室2厅1厨1卫,103101745326,6,2017-09-21 13:52:15,2017-09-21,暂无数据,未上传房本照片,暂无数据,130,钢混结构, ,https://hf.lianjia.com/ershoufang/103101745326.html,暂无数据,中楼层,暂无数据
南,一梯两户,其他,0,26786,普通住宅,商品房,,暂无数据,暂无数据,168㎡,暂无数据,板塔结合,,4室2厅1厨3卫,103101745602,41,2017-09-21 13:52:16,2017-09-21,暂无数据,未上传房本照片,暂无数据,450,钢混结构, ,https://hf.lianjia.com/ershoufang/103101745602.html,暂无数据,高楼层,暂无数据
南,一梯三户,其他,0,20144,普通住宅,商品房,,暂无数据,暂无数据,139㎡,暂无数据,板塔结合,,3室2厅1厨2卫,103101741537,31,2017-09-21 13:52:48,2017-09-20,暂无数据,未上传房本照片,暂无数据,280,钢混结构, ,https://hf.lianjia.com/ershoufang/103101741537.html,暂无数据,高楼层,暂无数据
南,一梯四户,其他,0,17279,普通住宅,商品房,,暂无数据,暂无数据,136㎡,暂无数据,板塔结合,,3室2厅1厨2卫,103101744167,31,2017-09-21 13:52:49,2017-09-20,暂无数据,未上传房本照片,暂无数据,235,钢混结构, ,https://hf.lianjia.com/ershoufang/103101744167.html,暂无数据,低楼层,暂无数据
南,一梯十六户,其他,0,16596,普通住宅,商品房,,暂无数据,暂无数据,47㎡,暂无数据,板楼,,2室1厅1厨1卫,103101742173,20,2017-09-21 13:52:53,2017-09-20,暂无数据,未上传房本照片,暂无数据,78,未知结构, ,https://hf.lianjia.com/ershoufang/103101742173.html,暂无数据,中楼层,暂无数据
北,一梯十六户,其他,0,17540,普通住宅,商品房,,暂无数据,暂无数据,47.89㎡,暂无数据,板楼,,2室2厅1厨1卫,103101742424,20,2017-09-21 13:52:54,2017-09-20,暂无数据,未上传房本照片,暂无数据,84,未知结构, ,https://hf.lianjia.com/ershoufang/103101742424.html,暂无数据,高楼层,暂无数据
